,id,name,price,original_price,discount,discount_rate,rating_average,review_count,thumbnail_url,quantity_sold,categories,description,authors,publisher,publication_date,manufacturer,book_cover,number_of_page
1824,36316055,Kid's Box 4 Activity Book  Edition,78900,83000,4100,5,4.3,6,https://salt.tikicdn.com/cache/280x280/ts/product/ea/7f/95/e6ad34ca105104b195b394bb2de6e613.jpg,34,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'Elementary School: Grades 1 - 5']","Kid's Box is a six-level course for young learners. Bursting with bright ideas to inspire both teachers and students, Kid's Box gives children a confident start to learning English. It also fully covers the syllabus for the Cambridge Young Learners English (YLE) tests. The Pupil's Book presents and practices new language through amusing stories and fantastic songs and activities, making the learning process a joy.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."," Michael Tomlinson,Caroline Nixon",Cambridge,,Đang cập nhật,,0
1825,3765731,Explorers: Stars And Planets,109000,198000,89000,45,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/62/b9/07/2a53a8d01f124e56d934ebc7bccd9223.jpg,1,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Science & Experiments']","Stars and Planets is an adventure through our solar system and beyond, visiting mysterious worlds from gas giants to frozen rocky moons, and gazing at the millions of stars in the universe.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Carole Stott,Macmillan Publishers,,MacMillan,Paperback,0
1826,116189173,Sherlock Holmes and the Mystery of Boscombe Pool Level 3,48000,48000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/8f/c0/df/eb1915b9d0ea97990daf9597dde40853.jpg,0,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Mystery, Thriller & Suspense']","Who killed Charles McCarthy at Boscombe Pool? And why? Detective Lestrade from Scotland Yard thinks it was McCarthy's son, James. Things do not look good for James. But the famous English detective, Sherlock Holmes, sees things differently. His friend, Dr Watson, joins him and tells the story.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Pearson,,Pearson,,0
1827,90527799,鬼滅の刃 4 - KIMETSU NO YAIBA 4,141600,149000,7400,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/df/67/f7/0f43b67e82f4eedbd6ec44a93fa18441.jpg,0,"['Nhà Sách Tiki', 'English Books', 'History, Politics & Social Sciences', 'History']","鬼滅の刃 4  - KIMETSU NO YAIBA 4
鼓を操る鬼の屋敷から出た炭治郎は、我妻善逸が猪頭の少年に一方的に殴られている所に出くわす。少年を止めに入る炭治郎だったが!? そしてしばしの休息の後、炭治郎たちは鬼殺隊の緊急の指令により、不気味な山へ向かう!! そこに潜んでいたのは…!?Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",吾峠 呼世晴,Kinokuniya Book Stores,,Shueisha,,0
1828,193737124,Aquaman: The Search For Mera Deluxe Edition,558600,588000,29400,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/a9/ba/b8/1a9f0859eddc8e09204ea02e82289623.jpg,0,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Comics & Graphic Novels']","


Aquaman: The Search For Mera Deluxe Edition
Mera, the queen of Atlantis, mysteriously disappears, and Aquaman begins searching high and low to find her. In addition, Atlantis is in the grip of a new enemy named Narkran, a duplicitous politician with plans to rule the underwater kingdom with an iron fist. And finally, as if that isn't bad enough, Black Manta shows up to take advantage of Aquaman's desperate situation.
Fifty years ago, writer Steve Skeates and artist Jim Aparo began their acclaimed tenure on Aquaman with this epic nine-issue tale of Mera's disappearance and Aquaman's frantic quest to get her back. Collected now in a new Deluxe Edition, Aquaman: The Search for Mera Deluxe Edition includes Aquaman #40-48.

Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Penguin Books,,DC Comics,,0
1829,172025635,消えた初恋 2 - Kieta Hatsukoi 2 - My Love Mix-Up!,144400,152000,7600,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/b6/2a/c0/10f032184b8838ae31ae09ab12d3adfe.png,0,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Comics & Graphic Novels']","


  消えた初恋 2 - Kieta Hatsukoi 2 - My Love Mix-Up!
 
Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....", えびも ,Kinokuniya Book Stores,,Shueisha,,0
1830,89315904,Sách - Đừng chỉ đẹp mà không hiểu chuyện (tặng kèm bookmark),70000,70000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/52/5a/a5/99053aeb7da4abad5b4af8a6e849c3a4.jpg,0,"['Nhà Sách Tiki', 'English Books', 'How-to - Self Help', 'Personal Improvement']","



Thông tin phát hành ĐỪNG CHỈ ĐẸP MÀ KHÔNG HIỂU CHUYỆN
Thông tin sách:
- Tên sách: Đừng chỉ đẹp mà không hiểu chuyện
- ISBN: 978-604-56-7009-5
- Tác giả: Mai Tử
- Người dịch: Đặng Ngọc Ánh
- Khổ sách: 13x20,5cm
- NXB Phụ Nữ Việt Nam
- Số trang: 280 trang
- Giá bìa: 89.000 VNĐ
- Phát hành: Skybooks - Tủ sách Quý cô
- Ngày phát hành: 19/11/2019
CÁI PHỤ NỮ CẦN NHẤT LÀ MỘT BỘ NÃO NHIỀU NẾP NHĂN
Nếu như ngoại hình là cách tạo hóa đối xử với mỗi người, thì sự hiểu chuyện chính là cách mỗi người đối xử với bản thân.
“Đừng chỉ đẹp mà không hiểu chuyện” chính là cuốn sách dành cho bạn nếu bạn muốn:
Rèn luyện sự TỰ TIN để thể hiện con người mình một cách thẳng thắn mà không kém phần duyên dáng.
Rèn luyện sự LINH HOẠT để cứng rắn khi cần, mềm dẻo khi nên.
Rèn luyện sự SÂU SẮC để đồng điệu với những tâm hồn xung quanh, để xây dựng những mối quan hệ khăng khít và bền vững.
Rèn luyện sự CHỈN CHU để bản thân đẹp hơn mỗi ngày cả về hình thức lẫn tâm hồn.
Gia đình chẳng thể che chở bạn được mãi, một người đàn ông cũng chưa chắc có thể làm điểm tựa lâu dài. Trước khi mong chờ dựa dẫm vào ai đó, chi bằng mỗi người phụ nữ hãy tự mình học cách hiểu chuyện khôn khéo, để vừa giữ được những mối quan hệ hòa hợp, vừa tự bảo vệ được mình khỏi sa ngã trong xã hội phức tạp rối ren này.
“Đừng chỉ đẹp mà không hiểu chuyện” - Vẻ đẹp thực sự toát ra từ cốt cách bên trong!


Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,AZ Việt Nam,,Nhà Xuất Bản Phụ Nữ,,280
1831,160654353,Disney Pixar Toy Story 4 The Junior Novel - Disney Pixar Câu chuyện Đồ Chơi 4,107000,107000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/cc/c7/17/db3de320fb8d58270fa30f38064f3f45.jpg,0,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Activity ']","It's play time once again for Woody and the gang! When Bonnie makes a toy called Forky, Woody is suddenly thrown into a new adventure where he comes face to face with his past. Will the cowboy risk everything to find his purpose? Find out in this unforgettable tale.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Igloo Books,,Igloo Books,,0
1832,2447827,Hitman Anders And The Meaning Of It All,177000,177000,0,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/9f/d6/5f/523f77458d2e2f8649c54379c93e1dc1.jpg,25,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Literary']","Hitman Anders And The Meaning Of It All
Tác giả: Jonas Jonasson
Nội dung:
A madcap new novel from the #1 internationally bestselling author Jonas Jonasson, author of The 100-Year-Old Man Who Climbed Out the Window and The Girl Who Saved the King of Sweden
A GANGSTER, A VICAR AND A RECEPTIONIST WALK INTO A BAR . . .
Killer-for-hire Anders is fresh out of prison and trying to keep his head down when he meets two unlikely new business partners at a 1-star hotel: one, an atheist former Protestant vicar fired from her church, and the other the hotel’s receptionist, the ruined grandson of an ex-millionaire. Together they cook up an idea for an enterprising venture involving Swedish gangsters that is set make them all a fortune - until, all of a sudden and to everyone’s surprise, Anders finds Jesus.
Anders’ sudden interest in religion might be good for his soul, but it’s not good for business, and the vicar and the receptionist have to find a new plan, quick.
As wildly funny and unexpected as Jonasson’s previous bestselling novels, Hitman Anders and the Meaning of It All is a zany, feel-good adventure story, tenderly and hilariously exploring belief, redemption, and the fact that it’s never too late to start again.
 Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Jonas Jonasson,,,HarperCollins,Bìa mềm,370
1833,171221906,Everyday English For Young People - Student Book With Audio CD,142000,142000,0,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/c8/87/1d/552bc4d48432a9f3dbe094b7ccc2bb54.jpg,4,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","Everyday English for Young People uses lively, colorful pictures to teach English vocabulary central to the everyday lives of teens.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,,Compass Publishing,,0
1834,115967954,The White Oryx: Easystarts,38000,40000,2000,5,0.0,0,https://salt.tikicdn.com/cache/280x280/media/catalog/producthttps://www.fahasa.com/static/image/600x600/59078.jpg,0,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'Graded Readers']","Original / British English Mandy Brown is in the desert with Abdullah, and an oryx ranger. But there are poachers in the desert too -- and a mother oryx is dead. Can Mandy and Abdullah catch the poachers? And can they find the dead oryx's baby?Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Bernard Smith,Pearson Education,,Penguin,,0
1835,4684893,Girlz Rock: Bowling Buddies,46000,92000,46000,50,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/0d/7d/1b/8bd016bf99105de343dc7bf31dd46e5b.jpg,0,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Reading Programme']","Ellie and Rachel are trying to strike it lucky at the bowling alley. But it's not all fun and games when they meet the local bully  who are in for a suprise!Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,Scholastic,,Scholastic Inc,Paperback,0
1836,2530747,Sách tiếng Anh - The Longest Ride,149000,244400,95400,39,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/d8/ab/11/1585e5565528894d8d9d44f9e5be96be.png,0,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Romance']","A MAJOR MOTIONPICTURE FROM TWENTIETH CENTURY FOX. OPENS APRIL 10, 2015. STARRING SCOTT EASTWOOD, BRITT ROBERTSON, ALAN ALDA. WITH PHOTOS FROM THE MOVIE. 
In the tradition of his beloved first novel, The Notebook, #1 New York Times bestselling author Nicholas Sparks returns with the remarkable story of two couples whose lives intersect in profound and surprising ways. 
Ira Levinson is in trouble. Ninety-one years old and stranded and injured after a car crash, he struggles to retain consciousness until a blurry image materializes beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together. 
A few miles away, at a local bull-riding event, a Wake Forest College senior's life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward -- even life and death - loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans -- a future that Luke has the power to rewrite . . . if the secret he's keeping doesn't destroy it first. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Nicholas Sparks,Hachette Book Group,2015-02-24 00:00:00,Usborne Publishing Ltd,Paperback,496
1837,196058193,My Busy Books: Disney Baby,210000,221000,11000,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/62/55/44/c1bff7206f7247455621b4c7582f632e.jpg,0,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Activity ']","


My Busy Books: Disney Baby
An engaging storybook and toy in one activity kit! My Busy Books offer full-page illustrations, a story, figurines, and a playmat that bring the characters to life and ignite your child's imagination.
 Phidal
Features:



- Sturdy board book
- Colorful images
- Lively story
- Plastic figurines
- Durable playmat
- Figurines and playmat stored in the book
- Portable
- 10 pages of fun!















Product code
9782764322079


Age



Supplier
Editions Phidal Inc.


Author
Phidal Publishing


Publisher
Phidal Publishing


Publish Year
2022


Language
Tiếng Anh


Weight
656


Size
25.5 x 20 x 4 cm


Quantity of Page
10


Book Layout
Box Set


Sản phẩm bán chạy nhất



Giá sản phẩm trên đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như Phụ phí đóng gói, phí vận chuyển, phụ phí hàng cồng kềnh,








My Busy Books: Christmas
An engaging storybook and toy in one activity kit! My Busy Books offer full-page illustrations, a story, figurines, and a playmat that bring the characters to life and ignite your child's imagination.
 Phidal
Features:
- Sturdy board book
- Colorful images
- Lively story
- Plastic figurines
- Durable playmat
- Figurines and playmat stored in the book
- Portable
- 10 pages of fun!





Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Phidal Publishing,Editions Phidal Inc.,,Phidal Publishing,,0
1838,462997,Read It Yourself Snow White And The Seven Dwarfs (Hardcover),56100,59000,2900,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/d0/e8/35/1a30a365dc7cc8afbe5a8f28488a4ce1.jpg,4,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Reading Programme']","Read It Yourself Snow White And The Seven Dwarfs (Hardcover)
The classic fairy tale. When the evil queen's magic mirror says Snow White is the fairest in the land, Snow White is sent to the forest. There she finds the seven dwarfs, who promise to look after her.
Read it yourself with Ladybird is one of Ladybird's best-selling series. For over thirty-five years it has helped young children who are learning to read develop and improve their reading skills.
Each Read it yourself book is very carefully written to include many key, high-frequency words that are vital for learning to read, as well as a limited number of story words that are introduced and practised throughout. Simple sentences and frequently repeated words help to build the confidence of beginner readers and the four different levels of books support children all the way from very first reading practice through to independent, fluent reading.Each book has been carefully checked by educational consultants and can be read independently at home or used in a guided reading session at school. Further content includes comprehension puzzles, helpful notes for parents, carers and teachers, and book band information for use in schools.
Snow White and the Seven Dwarfs is a Level 4 Read it yourself title, ideal for children who are ready to read longer stories with a wider vocabulary and are keen to read independently.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Ladybird Ladybird,Penguin Random House,2013-08-08 00:00:00,Penguin Random House,Hardcover,32
1839,191823914,ハイキュー!! 31 - Haikyu!! 31,144400,152000,7600,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/a6/05/c4/1c7835148b5c426f5a7be5366109bdd5.jpg,0,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Comics & Graphic Novels']","


ハイキュー!! 31 - Haikyu!! 31
宮侑のサーブに狙われて、レシーブミスを重ねる西谷…!! 第2セット、勢いづく稲荷崎の猛攻に点差が開く中、烏野は稲荷崎優勢の流れを徐々に崩していくが…!? 巻き返しの糸口を掴めるか!? 西谷、試練の時!!

Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....", ,Kinokuniya Book Stores,,Shueisha,,0
1840,22676310,English Time: Workbook Level 4,79800,84000,4200,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/e4/30/a8/e38ee0c21c3eb73ddc4fc49b0eeda5bd.jpg,5,"['Nhà Sách Tiki', 'English Books', 'Education - Teaching', 'ELTs']","English Time: Workbook Level 4Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Oxford University Press,Oxford University Press,,,,0
1841,66580421,With The End In Mind : How To Live And Die Well,165300,174000,8700,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/b5/dc/95/d2dc2d45db230f50ba98fd9098625311.jpg,5,"['Nhà Sách Tiki', 'English Books', 'Reference', 'Health, Fitness & Sports']","With The End In Mind : How To Live And Die Well
For readers of Atul Gawande and Paul Kalanithi, a palliative care doctor's breathtaking stories from 30 years spent caring for the dying.
Modern medical technology is allowing us to live longer and fuller lives than ever before. And for the most part, that is good news. But with changes in the way we understand medicine come changes in the way we understand death. Once a familiar, peaceful, and gentle -- if sorrowful -- transition, death has come to be something from which we shield our eyes, as we prefer to fight desperately against it rather than accept its inevitability.
Dr. Kathryn Mannix has studied and practiced palliative care for thirty years. In With the End in Mind , she shares beautifully crafted stories from a lifetime of caring for the dying, and makes a compelling case for the therapeutic power of approaching death not with trepidation, but with openness, clarity, and understanding.
Weaving the details of her own experiences as a caregiver through stories of her patients, their families, and their distinctive lives, Dr. Mannix reacquaints us with the universal, but deeply personal, process of dying. With insightful meditations on life, death, and the space between them, With the End in Mind describes the possibility of meeting death gently, with forethought and preparation, and shows the unexpected beauty, dignity, and profound humanity of life coming to an end.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Kathryn Mannix,Usborne,,William Collins,,0
1842,149847116,Disney Kids Readers Level 3: A Bug's Life,109250,115000,5750,5,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/46/c2/67/451e547bac726ab8c2d002b774ffc6fa.jpg,6,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Reading Programme']","


  Disney Kids Readers Level 3: A Bug's Life
 
Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....", Kathryn Harper,Pearson Education,,Pearson,,0
1843,197964641,SÁCH ÂM THANH CHO BÉ 3+ Don't tickle the Monkey,333000,416000,83000,20,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/b7/7a/c2/56824dc165c7d8baa0fa220e7a77d1a8.jpg,0,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Foreign Language Books']","You'd better not tickle the monkey, because it just might chatter if you do! Babies and toddlers won't be able to resist tickling the touchy-feely patches to hear the animal sounds in this unique and hilarious novelty book. As well as the monkey there's a warthog, a laughing hyena and an ostrich to be tickled, followed by a musical finale where you can hear all the animals being noisy at once.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Sam Taplin,Usborne Publishing Ltd,,Usborne Publishing Ltd,Board book,10
1844,197964650,Peep Inside the seashore,218000,256000,38000,15,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/8c/49/23/bce4d353d1f76a6d64cbb5b08a787b6a.jpg,0,"['Nhà Sách Tiki', 'English Books', ""Children's Books"", 'Foreign Language Books']","Peep under seaweed and waves and into rock pools to discover all the delights of the seashore in this interactive little book. What does a limpet look like in its shell? What's inside a pelican's bulging beak? What is a sea otter cuddling as it floats on its back? From bugs in the sand dunes to turtles hatching on a moonlit beach, this book explores coastlines from all around the world.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Anna Milbourne,Usborne Publishing Ltd,,Usborne Publishing Ltd,Board book,14
1845,57772436,Sách tiếng Anh - The Bacchae,1029000,1029000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/24/e6/16/f740f7da262bdd967043f9dcaed2b917.jpg,1,"['Nhà Sách Tiki', 'English Books', 'Fiction - Literature', 'Literary']","The Bacchae là được coi là một bi kịch Hi Lạp cổ đại. Nó dựa trên truyền thuyết Hi Lạp về vua Penthus của Thebes và meh của ông Agave. Tác phẩm không chỉ được coi là một trong những bi kịch lớn nhất của Euripides mà còn là một trong những những tác phẩm vĩ đại nhất từng được viết.
THÔNG TIN SÁCH
Số trang: 28 trang
Kích thước:  225 x 287 x 14mm 
The Bacchae is an ancient Greek tragedy. The tragedy is based on the Greek myth of King Pentheus of Thebes and his mother Agave. The Bacchae is considered to be not only one of Euripides's greatest tragedies, but also one of the greatest ever written, modern or ancient. The Bacchae is distinctive in that the chorus is integrated into the plot and the god is not a distant presence, but a character in the play, indeed, the protagonist.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,TarcherPerigee,,TarcherPerigee,,28
1846,520415,When To Rob A Bank - Paperback,135000,135000,0,0,0.0,0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/6/1619259843.u2654.d20160912.t111922.146779.jpg,0,"['Nhà Sách Tiki', 'English Books', 'Business & Economics', 'Skills']","When To Rob A Bank
In celebration of the 10th anniversary of the landmark book Freakonomics comes this curated collection from the most readable economics blog in the universe. It’s the perfect solution for the millions of readers who love all things Freakonomics. Surprising and erudite, eloquent and witty, When to Rob a Bank demonstrates the brilliance that has made the Freakonomics guys an international sensation, with more than 7 million books sold in 40 languages, and 150 million downloads of their Freakonomics Radio podcast.
When Freakonomics was first published, the authors started a blog—and they’ve kept it up. The writing is more casual, more personal, even more outlandish than in their books. In When to Rob a Bank, they ask a host of typically off-center questions: Why don’t flight attendants get tipped? If you were a terrorist, how would you attack? And why does KFC always run out of fried chicken?
Over the past decade, Steven D. Levitt and Stephen J. Dubner have published more than 8,000 blog posts on F Many of them, they freely admit, were rubbish. But now they’ve gone through and picked the best of the best. You’ll discover what people lie about, and why; the best way to cut gun deaths; why it might be time for a sex tax; and, yes, when to rob a bank. (Short answer: never; the ROI is terrible.) You’ll also learn a great deal about Levitt and Dubner’s own quirks and passions, from gambling and golf to backgammon and the abolition of the penny.
Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",,HarperCollins,2013-12-30 00:00:00,HarperCollins,Paperback,0
